"week","x","inventory_needed","month"
9,35.3095369689455,"BPENG200P2PWE",9
10,35.9700339061363,"BPENG200P2PWE",10
11,36.6428860380278,"BPENG200P2PWE",11
12,37.3283244797507,"BPENG200P2PWE",12
13,38.0265846696542,"BPENG200P2PWE",13
14,38.7379064501756,"BPENG200P2PWE",14
15,39.4625341502225,"BPENG200P2PWE",15
16,40.2007166690965,"BPENG200P2PWE",16
17,40.9527075619867,"BPENG200P2PWE",17
18,41.7187651270619,"BPENG200P2PWE",18
19,42.4991524941929,"BPENG200P2PWE",19
20,43.2941377153333,"BPENG200P2PWE",20
21,44.1039938565919,"BPENG200P2PWE",21
22,44.9289990920268,"BPENG200P2PWE",22
23,45.7694367991945,"BPENG200P2PWE",23
24,46.6255956564858,"BPENG200P2PWE",24
25,47.497769742283,"BPENG200P2PWE",25
26,48.386258635971,"BPENG200P2PWE",26
27,49.2913675208394,"BPENG200P2PWE",27
28,50.2134072889082,"BPENG200P2PWE",28
29,51.1526946477147,"BPENG200P2PWE",29
30,52.1095522290982,"BPENG200P2PWE",30
31,53.0843087000193,"BPENG200P2PWE",31
32,54.0772988754524,"BPENG200P2PWE",32
33,55.0888638333901,"BPENG200P2PWE",33
34,56.1193510319982,"BPENG200P2PWE",34
35,57.169114428963,"BPENG200P2PWE",35
36,58.2385146030705,"BPENG200P2PWE",36
37,59.3279188780601,"BPENG200P2PWE",37
38,60.4377014487953,"BPENG200P2PWE",38
39,61.5682435097941,"BPENG200P2PWE",39
40,62.719933386164,"BPENG200P2PWE",40
41,63.8931666669858,"BPENG200P2PWE",41
42,65.0883463411935,"BPENG200P2PWE",42
43,66.3058829359946,"BPENG200P2PWE",43
44,67.5461946578809,"BPENG200P2PWE",44
45,68.809707536276,"BPENG200P2PWE",45
46,70.0968555698704,"BPENG200P2PWE",46
47,71.4080808756945,"BPENG200P2PWE",47
48,72.7438338409784,"BPENG200P2PWE",48
49,74.1045732778548,"BPENG200P2PWE",49
50,75.4907665809532,"BPENG200P2PWE",50
51,76.9028898879442,"BPENG200P2PWE",51
52,78.3414282430857,"BPENG200P2PWE",52
53,79.8068757638285,"BPENG200P2PWE",53
1,999.999999548116,"BPENG25P2PWE",1
2,2.22044616724134e-13,"BPENG25P2PWE",2
3,4.44089232990596e-13,"BPENG25P2PWE",3
4,8.8817846506585e-13,"BPENG25P2PWE",4
5,1.77635692830102e-12,"BPENG25P2PWE",5
6,3.55271385294068e-12,"BPENG25P2PWE",6
7,7.10542769855861e-12,"BPENG25P2PWE",7
8,1.42108553824718e-11,"BPENG25P2PWE",8
9,2.84217107356526e-11,"BPENG25P2PWE",9
10,5.68434214127234e-11,"BPENG25P2PWE",10
11,1.13686842708283e-10,"BPENG25P2PWE",11
12,2.27373685182239e-10,"BPENG25P2PWE",12
13,4.54747369895822e-10,"BPENG25P2PWE",13
14,9.09494738854334e-10,"BPENG25P2PWE",14
15,1.81898947583405e-09,"BPENG25P2PWE",15
16,3.63797894791885e-09,"BPENG25P2PWE",16
17,7.27595788833922e-09,"BPENG25P2PWE",17
18,1.45519157616815e-08,"BPENG25P2PWE",18
19,2.91038314933691e-08,"BPENG25P2PWE",19
20,5.82076629267504e-08,"BPENG25P2PWE",20
21,1.16415325733525e-07,"BPENG25P2PWE",21
22,2.32830651227099e-07,"BPENG25P2PWE",22
23,4.65661301974296e-07,"BPENG25P2PWE",23
24,9.31322602988785e-07,"BPENG25P2PWE",24
25,1.86264520405796e-06,"BPENG25P2PWE",25
26,3.7252904042767e-06,"BPENG25P2PWE",26
27,7.45058080087496e-06,"BPENG25P2PWE",27
28,1.4901161586393e-05,"BPENG25P2PWE",28
29,2.98023231420723e-05,"BPENG25P2PWE",29
30,5.96046462227172e-05,"BPENG25P2PWE",30
31,0.000119209292322579,"BPENG25P2PWE",31
32,0.000238418584399448,"BPENG25P2PWE",32
33,0.000476837168307476,"BPENG25P2PWE",33
34,0.000953674335632111,"BPENG25P2PWE",34
35,0.00190734866929854,"BPENG25P2PWE",35
36,0.00381469733466571,"BPENG25P2PWE",36
37,0.00762939466146873,"BPENG25P2PWE",37
38,0.015258789307212,"BPENG25P2PWE",38
39,0.0305175785829731,"BPENG25P2PWE",39
40,0.0610351571030443,"BPENG25P2PWE",40
41,0.122070314080285,"BPENG25P2PWE",41
42,0.244140627908963,"BPENG25P2PWE",42
43,0.488281255314713,"BPENG25P2PWE",43
44,0.976562509622996,"BPENG25P2PWE",44
45,1.95312501723313,"BPENG25P2PWE",45
46,3.90625003044055,"BPENG25P2PWE",46
47,7.81250005282967,"BPENG25P2PWE",47
48,15.6250000895565,"BPENG25P2PWE",48
49,31.2500001469073,"BPENG25P2PWE",49
50,62.5000002294031,"BPENG25P2PWE",50
51,125.000000329983,"BPENG25P2PWE",51
52,250.000000402321,"BPENG25P2PWE",52
53,500.00000028935,"BPENG25P2PWE",53
1,228.356745326304,"BPONG100P2PWE",1
2,46.7807099116562,"BPONG100P2PWE",2
3,48.0229736491859,"BPONG100P2PWE",3
4,49.2982257529995,"BPONG100P2PWE",4
5,50.6073422305638,"BPONG100P2PWE",5
6,51.9512223517614,"BPONG100P2PWE",6
7,53.3307892666248,"BPONG100P2PWE",7
8,54.7469906394744,"BPONG100P2PWE",8
9,56.2007992998974,"BPONG100P2PWE",9
10,57.6932139110116,"BPONG100P2PWE",10
11,59.2252596554764,"BPONG100P2PWE",11
12,60.7979889397203,"BPONG100P2PWE",12
13,62.4124821168692,"BPONG100P2PWE",13
14,64.069848228872,"BPONG100P2PWE",14
15,65.7712257683336,"BPONG100P2PWE",15
16,67.5177834605786,"BPONG100P2PWE",16
17,69.3107210664819,"BPONG100P2PWE",17
18,71.1512702066196,"BPONG100P2PWE",18
19,73.0406952073044,"BPONG100P2PWE",19
20,74.9802939690878,"BPONG100P2PWE",20
21,76.9713988583257,"BPONG100P2PWE",21
22,79.0153776224191,"BPONG100P2PWE",22
23,81.1136343293592,"BPONG100P2PWE",23
24,83.2676103322224,"BPONG100P2PWE",24
25,85.4787852592772,"BPONG100P2PWE",25
26,87.7486780303835,"BPONG100P2PWE",26
27,90.0788479003828,"BPONG100P2PWE",27
28,92.4708955301949,"BPONG100P2PWE",28
29,94.9264640863583,"BPONG100P2PWE",29
30,97.4472403697687,"BPONG100P2PWE",30
31,100.034955974391,"BPONG100P2PWE",31
32,102.691388476742,"BPONG100P2PWE",32
33,105.418362656958,"BPONG100P2PWE",33
34,108.217751752288,"BPONG100P2PWE",34
35,111.091478743878,"BPONG100P2PWE",35
36,114.041517677718,"BPONG100P2PWE",36
37,117.069895020675,"BPONG100P2PWE",37
38,120.178691052527,"BPONG100P2PWE",38
39,123.370041294973,"BPONG100P2PWE",39
40,126.646137978579,"BPONG100P2PWE",40
41,130.009231548687,"BPONG100P2PWE",41
42,133.461632211311,"BPONG100P2PWE",42
43,137.005711520085,"BPONG100P2PWE",43
44,140.643904005348,"BPONG100P2PWE",44
45,144.378708846497,"BPONG100P2PWE",45
46,148.212691588745,"BPONG100P2PWE",46
47,152.148485905464,"BPONG100P2PWE",47
48,156.188795407336,"BPONG100P2PWE",48
49,160.336395499541,"BPONG100P2PWE",49
50,164.594135288259,"BPONG100P2PWE",50
51,168.964939537805,"BPONG100P2PWE",51
52,173.451810679737,"BPONG100P2PWE",52
53,178.05783087531,"BPONG100P2PWE",53
1,155.755287169601,"BPONG10P2PWE",1
2,62.8104198827305,"BPONG10P2PWE",2
3,63.2918033132654,"BPONG10P2PWE",3
4,63.7768760999236,"BPONG10P2PWE",4
5,64.2656665181871,"BPONG10P2PWE",5
6,64.7582030602434,"BPONG10P2PWE",6
7,65.2545144366459,"BPONG10P2PWE",7
8,65.7546295779881,"BPONG10P2PWE",8
9,66.258577636589,"BPONG10P2PWE",9
10,66.7663879881934,"BPONG10P2PWE",10
11,67.2780902336837,"BPONG10P2PWE",11
12,67.7937142008057,"BPONG10P2PWE",12
13,68.313289945907,"BPONG10P2PWE",13
14,68.836847755689,"BPONG10P2PWE",14
15,69.3644181489728,"BPONG10P2PWE",15
16,69.8960318784775,"BPONG10P2PWE",16
17,70.4317199326135,"BPONG10P2PWE",17
18,70.9715135372884,"BPONG10P2PWE",18
19,71.5154441577272,"BPONG10P2PWE",19
20,72.0635435003069,"BPONG10P2PWE",20
21,72.6158435144041,"BPONG10P2PWE",21
22,73.1723763942579,"BPONG10P2PWE",22
23,73.7331745808459,"BPONG10P2PWE",23
24,74.2982707637759,"BPONG10P2PWE",24
25,74.8676978831911,"BPONG10P2PWE",25
26,75.4414891316902,"BPONG10P2PWE",26
27,76.0196779562624,"BPONG10P2PWE",27
28,76.6022980602368,"BPONG10P2PWE",28
29,77.1893834052472,"BPONG10P2PWE",29
30,77.7809682132117,"BPONG10P2PWE",30
31,78.3770869683278,"BPONG10P2PWE",31
32,78.9777744190819,"BPONG10P2PWE",32
33,79.5830655802755,"BPONG10P2PWE",33
34,80.1929957350659,"BPONG10P2PWE",34
35,80.807600437023,"BPONG10P2PWE",35
36,81.4269155122016,"BPONG10P2PWE",36
37,82.0509770612301,"BPONG10P2PWE",37
38,82.6798214614144,"BPONG10P2PWE",38
39,83.3134853688588,"BPONG10P2PWE",39
40,83.9520057206026,"BPONG10P2PWE",40
41,84.5954197367726,"BPONG10P2PWE",41
42,85.2437649227539,"BPONG10P2PWE",42
43,85.8970790713752,"BPONG10P2PWE",43
44,86.5554002651121,"BPONG10P2PWE",44
45,87.2187668783069,"BPONG10P2PWE",45
46,87.8872175794055,"BPONG10P2PWE",46
47,88.5607913332117,"BPONG10P2PWE",47
48,89.2395274031578,"BPONG10P2PWE",48
49,89.9234653535944,"BPONG10P2PWE",49
50,90.6126450520955,"BPONG10P2PWE",50
51,91.3071066717832,"BPONG10P2PWE",51
52,92.0068906936692,"BPONG10P2PWE",52
53,92.7120379090145,"BPONG10P2PWE",53
1,265.01172958241,"BPONG1P2PWE",1
2,138.570316015072,"BPONG1P2PWE",2
3,138.321181135455,"BPONG1P2PWE",3
4,138.072494174194,"BPONG1P2PWE",4
5,137.82425432598,"BPONG1P2PWE",5
6,137.57646078695,"BPONG1P2PWE",6
7,137.329112754687,"BPONG1P2PWE",7
8,137.082209428217,"BPONG1P2PWE",8
9,136.835750008005,"BPONG1P2PWE",9
10,136.589733695955,"BPONG1P2PWE",10
11,136.344159695405,"BPONG1P2PWE",11
12,136.099027211125,"BPONG1P2PWE",12
13,135.854335449314,"BPONG1P2PWE",13
14,135.610083617602,"BPONG1P2PWE",14
15,135.366270925038,"BPONG1P2PWE",15
16,135.122896582098,"BPONG1P2PWE",16
17,134.879959800674,"BPONG1P2PWE",17
18,134.637459794078,"BPONG1P2PWE",18
19,134.395395777033,"BPONG1P2PWE",19
20,134.153766965676,"BPONG1P2PWE",20
21,133.912572577553,"BPONG1P2PWE",21
22,133.671811831617,"BPONG1P2PWE",22
23,133.431483948224,"BPONG1P2PWE",23
24,133.191588149134,"BPONG1P2PWE",24
25,132.952123657504,"BPONG1P2PWE",25
26,132.713089697888,"BPONG1P2PWE",26
27,132.474485496235,"BPONG1P2PWE",27
28,132.236310279885,"BPONG1P2PWE",28
29,131.998563277569,"BPONG1P2PWE",29
30,131.761243719401,"BPONG1P2PWE",30
31,131.524350836883,"BPONG1P2PWE",31
32,131.287883862896,"BPONG1P2PWE",32
33,131.051842031701,"BPONG1P2PWE",33
34,130.816224578937,"BPONG1P2PWE",34
35,130.581030741615,"BPONG1P2PWE",35
36,130.346259758119,"BPONG1P2PWE",36
37,130.111910868203,"BPONG1P2PWE",37
38,129.877983312987,"BPONG1P2PWE",38
39,129.644476334954,"BPONG1P2PWE",39
40,129.411389177953,"BPONG1P2PWE",40
41,129.178721087187,"BPONG1P2PWE",41
42,128.946471309221,"BPONG1P2PWE",42
43,128.714639091971,"BPONG1P2PWE",43
44,128.483223684708,"BPONG1P2PWE",44
45,128.252224338051,"BPONG1P2PWE",45
46,128.021640303967,"BPONG1P2PWE",46
47,127.791470835766,"BPONG1P2PWE",47
48,127.561715188104,"BPONG1P2PWE",48
49,127.332372616973,"BPONG1P2PWE",49
50,127.103442379708,"BPONG1P2PWE",50
51,126.874923734973,"BPONG1P2PWE",51
52,126.646815942769,"BPONG1P2PWE",52
53,126.419118264426,"BPONG1P2PWE",53
1,242.307603196413,"BPONG25P2PWE",1
2,137.410789742266,"BPONG25P2PWE",2
3,136.680707810226,"BPONG25P2PWE",3
4,135.954504901285,"BPONG25P2PWE",4
5,135.232160405674,"BPONG25P2PWE",5
6,134.513653823126,"BPONG25P2PWE",6
7,133.798964762294,"BPONG25P2PWE",7
8,133.088072940176,"BPONG25P2PWE",8
9,132.380958181532,"BPONG25P2PWE",9
10,131.677600418319,"BPONG25P2PWE",10
11,130.977979689116,"BPONG25P2PWE",11
12,130.282076138562,"BPONG25P2PWE",12
13,129.589870016787,"BPONG25P2PWE",13
14,128.901341678859,"BPONG25P2PWE",14
15,128.216471584218,"BPONG25P2PWE",15
16,127.535240296128,"BPONG25P2PWE",16
17,126.857628481122,"BPONG25P2PWE",17
18,126.183616908456,"BPONG25P2PWE",18
19,125.513186449559,"BPONG25P2PWE",19
20,124.846318077494,"BPONG25P2PWE",20
21,124.182992866416,"BPONG25P2PWE",21
22,123.523191991037,"BPONG25P2PWE",22
23,122.86689672609,"BPONG25P2PWE",23
24,122.214088445795,"BPONG25P2PWE",24
25,121.564748623337,"BPONG25P2PWE",25
26,120.918858830335,"BPONG25P2PWE",26
27,120.27640073632,"BPONG25P2PWE",27
28,119.637356108215,"BPONG25P2PWE",28
29,119.00170680982,"BPONG25P2PWE",29
30,118.369434801291,"BPONG25P2PWE",30
31,117.740522138637,"BPONG25P2PWE",31
32,117.114950973202,"BPONG25P2PWE",32
33,116.492703551165,"BPONG25P2PWE",33
34,115.87376221303,"BPONG25P2PWE",34
35,115.258109393132,"BPONG25P2PWE",35
36,114.645727619133,"BPONG25P2PWE",36
37,114.036599511527,"BPONG25P2PWE",37
38,113.430707783149,"BPONG25P2PWE",38
39,112.828035238684,"BPONG25P2PWE",39
40,112.228564774175,"BPONG25P2PWE",40
41,111.632279376542,"BPONG25P2PWE",41
42,111.0391621231,"BPONG25P2PWE",42
43,110.449196181073,"BPONG25P2PWE",43
44,109.862364807122,"BPONG25P2PWE",44
45,109.278651346867,"BPONG25P2PWE",45
46,108.698039234414,"BPONG25P2PWE",46
47,108.120511991888,"BPONG25P2PWE",47
48,107.54605322896,"BPONG25P2PWE",48
49,106.974646642389,"BPONG25P2PWE",49
50,106.406276015552,"BPONG25P2PWE",50
51,105.840925217988,"BPONG25P2PWE",51
52,105.278578204941,"BPONG25P2PWE",52
53,104.7192190169,"BPONG25P2PWE",53
1,391.158461376537,"BPONG50P2PWE",1
2,220.453183255131,"BPONG50P2PWE",2
3,219.343971093728,"BPONG50P2PWE",3
4,218.240339943226,"BPONG50P2PWE",4
5,217.142261722719,"BPONG50P2PWE",5
6,216.049708492591,"BPONG50P2PWE",6
7,214.962652453803,"BPONG50P2PWE",7
8,213.881065947187,"BPONG50P2PWE",8
9,212.804921452744,"BPONG50P2PWE",9
10,211.73419158894,"BPONG50P2PWE",10
11,210.668849112013,"BPONG50P2PWE",11
12,209.608866915279,"BPONG50P2PWE",12
13,208.554218028439,"BPONG50P2PWE",13
14,207.504875616897,"BPONG50P2PWE",14
15,206.460812981075,"BPONG50P2PWE",15
16,205.422003555734,"BPONG50P2PWE",16
17,204.388420909299,"BPONG50P2PWE",17
18,203.360038743185,"BPONG50P2PWE",18
19,202.336830891129,"BPONG50P2PWE",19
20,201.318771318524,"BPONG50P2PWE",20
21,200.305834121755,"BPONG50P2PWE",21
22,199.297993527542,"BPONG50P2PWE",22
23,198.295223892285,"BPONG50P2PWE",23
24,197.297499701408,"BPONG50P2PWE",24
25,196.304795568712,"BPONG50P2PWE",25
26,195.317086235731,"BPONG50P2PWE",26
27,194.334346571084,"BPONG50P2PWE",27
28,193.356551569841,"BPONG50P2PWE",28
29,192.383676352884,"BPONG50P2PWE",29
30,191.415696166274,"BPONG50P2PWE",30
31,190.452586380622,"BPONG50P2PWE",31
32,189.494322490462,"BPONG50P2PWE",32
33,188.540880113629,"BPONG50P2PWE",33
34,187.592234990634,"BPONG50P2PWE",34
35,186.648362984052,"BPONG50P2PWE",35
36,185.709240077905,"BPONG50P2PWE",36
37,184.774842377051,"BPONG50P2PWE",37
38,183.845146106579,"BPONG50P2PWE",38
39,182.920127611199,"BPONG50P2PWE",39
40,181.999763354645,"BPONG50P2PWE",40
41,181.08402991907,"BPONG50P2PWE",41
42,180.17290400446,"BPONG50P2PWE",42
43,179.26636242803,"BPONG50P2PWE",43
44,178.364382123642,"BPONG50P2PWE",44
45,177.466940141216,"BPONG50P2PWE",45
46,176.574013646143,"BPONG50P2PWE",46
47,175.685579918709,"BPONG50P2PWE",47
48,174.801616353513,"BPONG50P2PWE",48
49,173.922100458894,"BPONG50P2PWE",49
50,173.047009856357,"BPONG50P2PWE",50
51,172.176322280007,"BPONG50P2PWE",51
52,171.310015575977,"BPONG50P2PWE",52
53,170.448067701869,"BPONG50P2PWE",53
1,71.0621802146375,"C10PD912912",1
2,52.1903812978102,"C10PD912912",2
3,51.1207145469049,"C10PD912912",3
4,50.0729711261141,"C10PD912912",4
5,49.0467017063332,"C10PD912912",5
6,48.041466167672,"C10PD912912",6
7,47.0568334107073,"C10PD912912",7
8,46.0923811716041,"C10PD912912",8
9,45.147695841026,"C10PD912912",9
10,44.2223722867572,"C10PD912912",10
11,43.31601367996,"C10PD912912",11
12,42.4282313249926,"C10PD912912",12
13,41.5586444927162,"C10PD912912",13
14,40.7068802572167,"C10PD912912",14
15,39.872573335875,"C10PD912912",15
16,39.0553659327129,"C10PD912912",16
17,38.2549075849519,"C10PD912912",17
18,37.4708550127149,"C10PD912912",18
19,36.7028719718097,"C10PD912912",19
20,35.9506291095291,"C10PD912912",20
21,35.2138038234068,"C10PD912912",21
22,34.4920801228677,"C10PD912912",22
23,33.7851484937144,"C10PD912912",23
24,33.0927057653904,"C10PD912912",24
25,32.4144549809644,"C10PD912912",25
26,31.750105269779,"C10PD912912",26
27,31.0993717227097,"C10PD912912",27
28,30.4619752699801,"C10PD912912",28
29,29.8376425614822,"C10PD912912",29
30,29.2261058495488,"C10PD912912",30
31,28.6271028741286,"C10PD912912",31
32,28.0403767503154,"C10PD912912",32
33,27.4656758581812,"C10PD912912",33
34,26.902753734869,"C10PD912912",34
35,26.3513689688951,"C10PD912912",35
36,25.8112850966194,"C10PD912912",36
37,25.282270500837,"C10PD912912",37
38,24.7640983114478,"C10PD912912",38
39,24.2565463081629,"C10PD912912",39
40,23.759396825204,"C10PD912912",40
41,23.2724366579566,"C10PD912912",41
42,22.7954569715367,"C10PD912912",42
43,22.3282532112306,"C10PD912912",43
44,21.8706250147711,"C10PD912912",44
45,21.4223761264113,"C10PD912912",45
46,20.9833143127592,"C10PD912912",46
47,20.553251280338,"C10PD912912",47
48,20.1320025948355,"C10PD912912",48
49,19.7193876020085,"C10PD912912",49
50,19.3152293502087,"C10PD912912",50
51,18.9193545144965,"C10PD912912",51
52,18.5315933223093,"C10PD912912",52
53,18.151779480654,"C10PD912912",53
1,78.2587541327731,"CP14020RD03.562",1
2,68.305284048829,"CP14020RD03.562",2
3,65.3536535788221,"CP14020RD03.562",3
4,62.5295699385048,"CP14020RD03.562",4
5,59.8275215321916,"CP14020RD03.562",5
6,57.2422349330879,"CP14020RD03.562",6
7,54.768664591458,"CP14020RD03.562",7
8,52.4019829875257,"CP14020RD03.562",8
9,50.1375712098923,"CP14020RD03.562",9
10,47.9710099410824,"CP14020RD03.562",10
11,45.8980708326251,"CP14020RD03.562",11
12,43.914708252839,"CP14020RD03.562",12
13,42.0170513912135,"CP14020RD03.562",13
14,40.2013967039789,"CP14020RD03.562",14
15,38.4642006861207,"CP14020RD03.562",15
16,36.8020729557324,"CP14020RD03.562",16
17,35.2117696372087,"CP14020RD03.562",17
18,33.6901870303675,"CP14020RD03.562",18
19,32.2343555531428,"CP14020RD03.562",19
20,30.8414339460285,"CP14020RD03.562",20
21,29.508703726962,"CP14020RD03.562",21
22,28.233563885824,"CP14020RD03.562",22
23,27.0135258082031,"CP14020RD03.562",23
24,25.8462084185147,"CP14020RD03.562",24
25,24.7293335329978,"CP14020RD03.562",25
26,23.6607214135199,"CP14020RD03.562",26
27,22.6382865135118,"CP14020RD03.562",27
28,21.6600334077307,"CP14020RD03.562",28
29,20.7240528979078,"CP14020RD03.562",29
30,19.8285182866796,"CP14020RD03.562",30
31,18.971681812532,"CP14020RD03.562",31
32,18.1518712387978,"CP14020RD03.562",32
33,17.3674865900527,"CP14020RD03.562",33
34,16.6169970295381,"CP14020RD03.562",34
35,15.8989378715184,"CP14020RD03.562",35
36,15.2119077227414,"CP14020RD03.562",36
37,14.5545657474225,"CP14020RD03.562",37
38,13.9256290504153,"CP14020RD03.562",38
39,13.3238701734617,"CP14020RD03.562",39
40,12.748114699635,"CP14020RD03.562",40
41,12.1972389612999,"CP14020RD03.562",41
42,11.670167847118,"CP14020RD03.562",42
43,11.1658727038166,"CP14020RD03.562",43
44,10.6833693286276,"CP14020RD03.562",44
45,10.2217160484777,"CP14020RD03.562",45
46,9.78001188218105,"CP14020RD03.562",46
47,9.35739478204808,"CP14020RD03.562",47
48,8.95303995147844,"CP14020RD03.562",48
49,8.56615823525453,"CP14020RD03.562",49
50,8.19599457939443,"CP14020RD03.562",50
51,7.84182655755797,"CP14020RD03.562",51
52,7.50296296113034,"CP14020RD03.562",52
53,7.17874245023145,"CP14020RD03.562",53
1,141.590067484097,"CP200-4.75",1
2,19.2726995570365,"CP200-4.75",2
3,19.9720236268866,"CP200-4.75",3
4,20.6967231846502,"CP200-4.75",4
5,21.4477189985587,"CP200-4.75",5
6,22.2259652475953,"CP200-4.75",6
7,23.0324507338291,"CP200-4.75",7
8,23.8682001387392,"CP200-4.75",8
9,24.7342753251251,"CP200-4.75",9
10,25.6317766862587,"CP200-4.75",10
11,26.5618445439905,"CP200-4.75",11
12,27.5256605975878,"CP200-4.75",12
13,28.5244494251441,"CP200-4.75",13
14,29.5594800394693,"CP200-4.75",14
15,30.6320675004359,"CP200-4.75",15
16,31.7435745858305,"CP200-4.75",16
17,32.8954135228334,"CP200-4.75",17
18,34.0890477823262,"CP200-4.75",18
19,35.3259939383071,"CP200-4.75",19
20,36.6078235947766,"CP200-4.75",20
21,37.9361653825417,"CP200-4.75",21
22,39.3127070284752,"CP200-4.75",22
23,40.7391974998601,"CP200-4.75",23
24,42.217449226543,"CP200-4.75",24
25,43.7493404037194,"CP200-4.75",25
26,45.3368173782782,"CP200-4.75",26
27,46.9818971217359,"CP200-4.75",27
28,48.6866697929031,"CP200-4.75",28
29,50.4533013935389,"CP200-4.75",29
30,52.2840365203686,"CP200-4.75",30
31,54.1812012169597,"CP200-4.75",31
32,56.1472059290798,"CP200-4.75",32
33,58.1845485672937,"CP200-4.75",33
34,60.2958176806865,"CP200-4.75",34
35,62.4836957457498,"CP200-4.75",35
36,64.7509625746067,"CP200-4.75",36
37,67.100498846906,"CP200-4.75",37
38,69.5352897698754,"CP200-4.75",38
39,72.0584288711811,"CP200-4.75",39
40,74.6731219294143,"CP200-4.75",40
41,77.382691047199,"CP200-4.75",41
42,80.1905788720949,"CP200-4.75",42
43,83.1003529706588,"CP200-4.75",43
44,86.1157103612223,"CP200-4.75",44
45,89.2404822111448,"CP200-4.75",45
46,92.4786387045094,"CP200-4.75",46
47,95.8342940864468,"CP200-4.75",47
48,99.3117118904968,"CP200-4.75",48
49,102.915310355647,"CP200-4.75",49
50,106.649668039935,"CP200-4.75",50
51,110.519529637742,"CP200-4.75",51
52,114.529812008173,"CP200-4.75",52
53,118.685610422177,"CP200-4.75",53
1,54.855255164111,"CP9-A-12-15",1
2,34.9326417998131,"CP9-A-12-15",2
3,34.5441898394207,"CP9-A-12-15",3
4,34.1600574757653,"CP9-A-12-15",4
5,33.7801966748095,"CP9-A-12-15",5
6,33.4045599366559,"CP9-A-12-15",6
7,33.0331002896071,"CP9-A-12-15",7
8,32.6657712842925,"CP9-A-12-15",8
9,32.3025269878597,"CP9-A-12-15",9
10,31.9433219782309,"CP9-A-12-15",10
11,31.5881113384231,"CP9-A-12-15",11
12,31.2368506509314,"CP9-A-12-15",12
13,30.8894959921748,"CP9-A-12-15",13
14,30.5460039270039,"CP9-A-12-15",14
15,30.2063315032692,"CP9-A-12-15",15
16,29.8704362464504,"CP9-A-12-15",16
17,29.5382761543451,"CP9-A-12-15",17
18,29.2098096918164,"CP9-A-12-15",18
19,28.8849957855994,"CP9-A-12-15",19
20,28.5637938191652,"CP9-A-12-15",20
21,28.2461636276416,"CP9-A-12-15",21
22,27.9320654927912,"CP9-A-12-15",22
23,27.6214601380441,"CP9-A-12-15",23
24,27.3143087235873,"CP9-A-12-15",24
25,27.0105728415076,"CP9-A-12-15",25
26,26.7102145109888,"CP9-A-12-15",26
27,26.4131961735623,"CP9-A-12-15",27
28,26.119480688411,"CP9-A-12-15",28
29,25.8290313277245,"CP9-A-12-15",29
30,25.5418117721069,"CP9-A-12-15",30
31,25.2577861060349,"CP9-A-12-15",31
32,24.9769188133667,"CP9-A-12-15",32
33,24.6991747729012,"CP9-A-12-15",33
34,24.424519253986,"CP9-A-12-15",34
35,24.1529179121744,"CP9-A-12-15",35
36,23.8843367849311,"CP9-A-12-15",36
37,23.618742287385,"CP9-A-12-15",37
38,23.3561012081298,"CP9-A-12-15",38
39,23.096380705071,"CP9-A-12-15",39
40,22.839548301319,"CP9-A-12-15",40
41,22.5855718811282,"CP9-A-12-15",41
42,22.334419685881,"CP9-A-12-15",42
43,22.0860603101165,"CP9-A-12-15",43
44,21.8404626976034,"CP9-A-12-15",44
45,21.5975961374566,"CP9-A-12-15",45
46,21.3574302602969,"CP9-A-12-15",46
47,21.1199350344534,"CP9-A-12-15",47
48,20.8850807622083,"CP9-A-12-15",48
49,20.6528380760832,"CP9-A-12-15",49
50,20.423177935167,"CP9-A-12-15",50
51,20.1960716214842,"CP9-A-12-15",51
52,19.971490736404,"CP9-A-12-15",52
53,19.7494071970893,"CP9-A-12-15",53
1,149.694798360302,"CSC-1014C-96010",1
2,43.1785635541653,"CSC-1014C-96010",2
3,43.9408055949522,"CSC-1014C-96010",3
4,44.7165036861706,"CSC-1014C-96010",4
5,45.5058953708626,"CSC-1014C-96010",5
6,46.3092223854774,"CSC-1014C-96010",6
7,47.1267307338985,"CSC-1014C-96010",7
8,47.9586707627779,"CSC-1014C-96010",8
9,48.8052972381998,"CSC-1014C-96010",9
10,49.6668694236986,"CSC-1014C-96010",10
11,50.5436511596525,"CSC-1014C-96010",11
12,51.4359109440806,"CSC-1014C-96010",12
13,52.343922014865,"CSC-1014C-96010",13
14,53.2679624334248,"CSC-1014C-96010",14
15,54.2083151698673,"CSC-1014C-96010",15
16,55.1652681896422,"CSC-1014C-96010",16
17,56.1391145417257,"CSC-1014C-96010",17
18,57.1301524483614,"CSC-1014C-96010",18
19,58.138685396385,"CSC-1014C-96010",19
20,59.1650222301617,"CSC-1014C-96010",20
21,60.209477246164,"CSC-1014C-96010",21
22,61.272370289219,"CSC-1014C-96010",22
23,62.3540268504549,"CSC-1014C-96010",23
24,63.4547781669768,"CSC-1014C-96010",24
25,64.5749613233017,"CSC-1014C-96010",25
26,65.7149193545841,"CSC-1014C-96010",26
27,66.8750013516647,"CSC-1014C-96010",27
28,68.0555625679723,"CSC-1014C-96010",28
29,69.256964528314,"CSC-1014C-96010",29
30,70.4795751395852,"CSC-1014C-96010",30
31,71.7237688034341,"CSC-1014C-96010",31
32,72.9899265309157,"CSC-1014C-96010",32
33,74.2784360591685,"CSC-1014C-96010",33
